Name,Profile URL,Position,Age,Nationality,Market Value,Market Value (€),Club,Slug,Season
Adam Smith,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,Right-Back,30,England,€3.50m,3500000.0,Afc Bournemouth,afc-bournemouth,2020
Jack Stacey,https://www.transfermarkt.com/jack-stacey/profil/spieler/249356,Right-Back,25,England,€2.80m,2800000.0,Afc Bournemouth,afc-bournemouth,2020
Brennan Camp,https://www.transfermarkt.com/brennan-camp/profil/spieler/648699,Right-Back,20,Scotland,€100k,100000.0,Afc Bournemouth,afc-bournemouth,2020
Jefferson Lerma,https://www.transfermarkt.com/jefferson-lerma/profil/spieler/262980,Defensive Midfield,26,Colombia,€15.00m,15000000.0,Afc Bournemouth,afc-bournemouth,2020
Philip Billing,https://www.transfermarkt.com/philip-billing/profil/spieler/320411,Central Midfield,25,Denmark,€10.00m,10000000.0,Afc Bournemouth,afc-bournemouth,2020
Lewis Cook,https://www.transfermarkt.com/lewis-cook/profil/spieler/249089,Central Midfield,24,England,€9.00m,9000000.0,Afc Bournemouth,afc-bournemouth,2020
Ben Pearson,https://www.transfermarkt.com/ben-pearson/profil/spieler/183302,Central Midfield,26,England,€3.00m,3000000.0,Afc Bournemouth,afc-bournemouth,2020
Jack Wilshere,https://www.transfermarkt.com/jack-wilshere/profil/spieler/74223,Central Midfield,29,England,€2.50m,2500000.0,Afc Bournemouth,afc-bournemouth,2020
Harry Arter,https://www.transfermarkt.com/harry-arter/profil/spieler/55742,Central Midfield,31,Ireland,€2.00m,2000000.0,Afc Bournemouth,afc-bournemouth,2020
Dan Gosling,https://www.transfermarkt.com/dan-gosling/profil/spieler/44983,Central Midfield,31,England,€1.50m,1500000.0,Afc Bournemouth,afc-bournemouth,2020
Nnamdi Ofoborh,https://www.transfermarkt.com/nnamdi-ofoborh/profil/spieler/611906,Central Midfield,21,Nigeria,€400k,400000.0,Afc Bournemouth,afc-bournemouth,2020
Gavin Kilkenny,https://www.transfermarkt.com/gavin-kilkenny/profil/spieler/469064,Central Midfield,21,Ireland,€150k,150000.0,Afc Bournemouth,afc-bournemouth,2020
Nathan Moriah-Welsh,https://www.transfermarkt.com/nathan-moriah-welsh/profil/spieler/655139,Central Midfield,19,Guyana,-,,Afc Bournemouth,afc-bournemouth,2020
Arnaut Danjuma,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861,Left Winger,24,Netherlands,€15.00m,15000000.0,Afc Bournemouth,afc-bournemouth,2020
Junior Stanislas,https://www.transfermarkt.com/junior-stanislas/profil/spieler/87672,Left Winger,31,England,€1.80m,1800000.0,Afc Bournemouth,afc-bournemouth,2020
Rodrigo Riquelme,https://www.transfermarkt.com/rodrigo-riquelme/profil/spieler/461617,Left Winger,21,Spain,€1.80m,1800000.0,Afc Bournemouth,afc-bournemouth,2020
Jaidon Anthony,https://www.transfermarkt.com/jaidon-anthony/profil/spieler/684210,Left Winger,21,England,€300k,300000.0,Afc Bournemouth,afc-bournemouth,2020
David Brooks,https://www.transfermarkt.com/david-brooks/profil/spieler/277033,Right Winger,23,Wales,€16.00m,16000000.0,Afc Bournemouth,afc-bournemouth,2020
Ajani Burchall,https://www.transfermarkt.com/ajani-burchall/profil/spieler/844361,Right Winger,16,Bermuda,€100k,100000.0,Afc Bournemouth,afc-bournemouth,2020
Dominic Solanke,https://www.transfermarkt.com/dominic-solanke/profil/spieler/258889,Centre-Forward,23,England,€12.00m,12000000.0,Afc Bournemouth,afc-bournemouth,2020
Joshua King,https://www.transfermarkt.com/joshua-king/profil/spieler/91059,Centre-Forward,29,Norway,€8.00m,8000000.0,Afc Bournemouth,afc-bournemouth,2020
Sam Surridge,https://www.transfermarkt.com/sam-surridge/profil/spieler/398402,Centre-Forward,22,England,€1.80m,1800000.0,Afc Bournemouth,afc-bournemouth,2020
Shane Long,https://www.transfermarkt.com/shane-long/profil/spieler/37304,Centre-Forward,34,Ireland,€1.20m,1200000.0,Afc Bournemouth,afc-bournemouth,2020
Christian Saydee,https://www.transfermarkt.com/christian-saydee/profil/spieler/655835,Centre-Forward,19,England,€50k,50000.0,Afc Bournemouth,afc-bournemouth,2020
Aaron Ramsdale,https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,Goalkeeper,22,England,€12.50m,12500000.0,Afc Bournemouth,afc-bournemouth,2019
Artur Boruc,https://www.transfermarkt.com/artur-boruc/profil/spieler/15220,Goalkeeper,40,Poland,€400k,400000.0,Afc Bournemouth,afc-bournemouth,2019
Mark Travers,https://www.transfermarkt.com/mark-travers/profil/spieler/357658,Goalkeeper,21,Ireland,€250k,250000.0,Afc Bournemouth,afc-bournemouth,2019
Will Dennis,https://www.transfermarkt.com/will-dennis/profil/spieler/582078,Goalkeeper,19,England,-,,Afc Bournemouth,afc-bournemouth,2019
Nathan Aké,https://www.transfermarkt.com/nathan-ake/profil/spieler/177476,Centre-Back,25,Netherlands,€28.00m,28000000.0,Afc Bournemouth,afc-bournemouth,2019
Steve Cook,https://www.transfermarkt.com/steve-cook/profil/spieler/90836,Centre-Back,29,England,€9.50m,9500000.0,Afc Bournemouth,afc-bournemouth,2019
Lloyd Kelly,https://www.transfermarkt.com/lloyd-kelly/profil/spieler/480116,Centre-Back,21,England,€8.00m,8000000.0,Afc Bournemouth,afc-bournemouth,2019
Chris Mepham,https://www.transfermarkt.com/chris-mepham/profil/spieler/480987,Centre-Back,22,Wales,€8.00m,8000000.0,Afc Bournemouth,afc-bournemouth,2019
Jack Simpson,https://www.transfermarkt.com/jack-simpson/profil/spieler/419930,Centre-Back,23,England,€1.20m,1200000.0,Afc Bournemouth,afc-bournemouth,2019
Corey Jordan,https://www.transfermarkt.com/corey-jordan/profil/spieler/435765,Centre-Back,21,England,-,,Afc Bournemouth,afc-bournemouth,2019
Diego Rico,https://www.transfermarkt.com/diego-rico/profil/spieler/249513,Left-Back,27,Spain,€8.00m,8000000.0,Afc Bournemouth,afc-bournemouth,2019
Charlie Daniels,https://www.transfermarkt.com/charlie-daniels/profil/spieler/61819,Left-Back,33,England,€1.60m,1600000.0,Afc Bournemouth,afc-bournemouth,2019
Adam Smith,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,Right-Back,29,England,€7.00m,7000000.0,Afc Bournemouth,afc-bournemouth,2019
Jack Stacey,https://www.transfermarkt.com/jack-stacey/profil/spieler/249356,Right-Back,24,England,€3.20m,3200000.0,Afc Bournemouth,afc-bournemouth,2019
Simon Francis,https://www.transfermarkt.com/simon-francis/profil/spieler/13573,Right-Back,35,England,€800k,800000.0,Afc Bournemouth,afc-bournemouth,2019
Brennan Camp,https://www.transfermarkt.com/brennan-camp/profil/spieler/648699,Right-Back,19,Scotland,-,,Afc Bournemouth,afc-bournemouth,2019
Brooklyn Genesini,https://www.transfermarkt.com/brooklyn-genesini/profil/spieler/655173,Right-Back,18,England,-,,Afc Bournemouth,afc-bournemouth,2019
Jefferson Lerma,https://www.transfermarkt.com/jefferson-lerma/profil/spieler/262980,Defensive Midfield,25,Colombia,€20.00m,20000000.0,Afc Bournemouth,afc-bournemouth,2019
Matt Butcher,https://www.transfermarkt.com/matt-butcher/profil/spieler/391132,Defensive Midfield,23,England,€75k,75000.0,Afc Bournemouth,afc-bournemouth,2019
Lewis Cook,https://www.transfermarkt.com/lewis-cook/profil/spieler/249089,Central Midfield,23,England,€16.00m,16000000.0,Afc Bournemouth,afc-bournemouth,2019
Philip Billing,https://www.transfermarkt.com/philip-billing/profil/spieler/320411,Central Midfield,24,Denmark,€14.50m,14500000.0,Afc Bournemouth,afc-bournemouth,2019
Dan Gosling,https://www.transfermarkt.com/dan-gosling/profil/spieler/44983,Central Midfield,30,England,€2.00m,2000000.0,Afc Bournemouth,afc-bournemouth,2019
Andrew Surman,https://www.transfermarkt.com/andrew-surman/profil/spieler/29975,Central Midfield,33,England,€1.60m,1600000.0,Afc Bournemouth,afc-bournemouth,2019
Nnamdi Ofoborh,https://www.transfermarkt.com/nnamdi-ofoborh/profil/spieler/611906,Central Midfield,20,Nigeria,€150k,150000.0,Afc Bournemouth,afc-bournemouth,2019
Gavin Kilkenny,https://www.transfermarkt.com/gavin-kilkenny/profil/spieler/469064,Central Midfield,20,Ireland,-,,Afc Bournemouth,afc-bournemouth,2019
Kyle Taylor,https://www.transfermarkt.com/kyle-taylor/profil/spieler/562254,Central Midfield,20,Switzerland,-,,Afc Bournemouth,afc-bournemouth,2019
Ryan Fraser,https://www.transfermarkt.com/ryan-fraser/profil/spieler/146795,Left Winger,26,Scotland,€17.50m,17500000.0,Afc Bournemouth,afc-bournemouth,2019
Arnaut Danjuma,https://www.transfermarkt.com/arnaut-danjuma/profil/spieler/355861,Left Winger,23,Netherlands,€9.50m,9500000.0,Afc Bournemouth,afc-bournemouth,2019
Junior Stanislas,https://www.transfermarkt.com/junior-stanislas/profil/spieler/87672,Left Winger,30,England,€2.00m,2000000.0,Afc Bournemouth,afc-bournemouth,2019
David Brooks,https://www.transfermarkt.com/david-brooks/profil/spieler/277033,Right Winger,22,Wales,€24.00m,24000000.0,Afc Bournemouth,afc-bournemouth,2019
Harry Wilson,https://www.transfermarkt.com/harry-wilson/profil/spieler/279455,Right Winger,23,Wales,€17.50m,17500000.0,Afc Bournemouth,afc-bournemouth,2019
Jordon Ibe,https://www.transfermarkt.com/jordon-ibe/profil/spieler/195652,Right Winger,24,England,€4.80m,4800000.0,Afc Bournemouth,afc-bournemouth,2019
Alexandru Dobre,https://www.transfermarkt.com/alexandru-dobre/profil/spieler/365770,Right Winger,21,Romania,€250k,250000.0,Afc Bournemouth,afc-bournemouth,2019
Callum Wilson,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,Centre-Forward,28,England,€24.00m,24000000.0,Afc Bournemouth,afc-bournemouth,2019
Joshua King,https://www.transfermarkt.com/joshua-king/profil/spieler/91059,Centre-Forward,28,Norway,€16.00m,16000000.0,Afc Bournemouth,afc-bournemouth,2019
Dominic Solanke,https://www.transfermarkt.com/dominic-solanke/profil/spieler/258889,Centre-Forward,22,England,€12.00m,12000000.0,Afc Bournemouth,afc-bournemouth,2019
Jermain Defoe,https://www.transfermarkt.com/jermain-defoe/profil/spieler/3875,Centre-Forward,37,England,€1.40m,1400000.0,Afc Bournemouth,afc-bournemouth,2019
Sam Surridge,https://www.transfermarkt.com/sam-surridge/profil/spieler/398402,Centre-Forward,21,England,€450k,450000.0,Afc Bournemouth,afc-bournemouth,2019
Christian Saydee,https://www.transfermarkt.com/christian-saydee/profil/spieler/655835,Centre-Forward,18,England,-,,Afc Bournemouth,afc-bournemouth,2019
Asmir Begovic,https://www.transfermarkt.com/asmir-begovic/profil/spieler/33873,Goalkeeper,32,Bosnia-Herzegovina,€7.00m,7000000.0,Afc Bournemouth,afc-bournemouth,2018
Artur Boruc,https://www.transfermarkt.com/artur-boruc/profil/spieler/15220,Goalkeeper,39,Poland,€1.00m,1000000.0,Afc Bournemouth,afc-bournemouth,2018
Aaron Ramsdale,https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,Goalkeeper,21,England,€750k,750000.0,Afc Bournemouth,afc-bournemouth,2018
Mark Travers,https://www.transfermarkt.com/mark-travers/profil/spieler/357658,Goalkeeper,20,Ireland,€250k,250000.0,Afc Bournemouth,afc-bournemouth,2018
Nathan Aké,https://www.transfermarkt.com/nathan-ake/profil/spieler/177476,Centre-Back,24,Netherlands,€30.00m,30000000.0,Afc Bournemouth,afc-bournemouth,2018
Chris Mepham,https://www.transfermarkt.com/chris-mepham/profil/spieler/480987,Centre-Back,21,Wales,€13.00m,13000000.0,Afc Bournemouth,afc-bournemouth,2018
Steve Cook,https://www.transfermarkt.com/steve-cook/profil/spieler/90836,Centre-Back,28,England,€10.00m,10000000.0,Afc Bournemouth,afc-bournemouth,2018
Tyrone Mings,https://www.transfermarkt.com/tyrone-mings/profil/spieler/253677,Centre-Back,26,England,€5.00m,5000000.0,Afc Bournemouth,afc-bournemouth,2018
Jack Simpson,https://www.transfermarkt.com/jack-simpson/profil/spieler/419930,Centre-Back,22,England,€1.50m,1500000.0,Afc Bournemouth,afc-bournemouth,2018
Diego Rico,https://www.transfermarkt.com/diego-rico/profil/spieler/249513,Left-Back,26,Spain,€9.00m,9000000.0,Afc Bournemouth,afc-bournemouth,2018
Charlie Daniels,https://www.transfermarkt.com/charlie-daniels/profil/spieler/61819,Left-Back,32,England,€3.00m,3000000.0,Afc Bournemouth,afc-bournemouth,2018
Brad Smith,https://www.transfermarkt.com/brad-smith/profil/spieler/175745,Left-Back,25,Australia,€1.00m,1000000.0,Afc Bournemouth,afc-bournemouth,2018
Nathaniel Clyne,https://www.transfermarkt.com/nathaniel-clyne/profil/spieler/85177,Right-Back,28,England,€12.00m,12000000.0,Afc Bournemouth,afc-bournemouth,2018
Adam Smith,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,Right-Back,28,England,€7.00m,7000000.0,Afc Bournemouth,afc-bournemouth,2018
Simon Francis,https://www.transfermarkt.com/simon-francis/profil/spieler/13573,Right-Back,34,England,€2.00m,2000000.0,Afc Bournemouth,afc-bournemouth,2018
Jefferson Lerma,https://www.transfermarkt.com/jefferson-lerma/profil/spieler/262980,Defensive Midfield,24,Colombia,€25.00m,25000000.0,Afc Bournemouth,afc-bournemouth,2018
Matt Butcher,https://www.transfermarkt.com/matt-butcher/profil/spieler/391132,Defensive Midfield,22,England,-,,Afc Bournemouth,afc-bournemouth,2018
Lewis Cook,https://www.transfermarkt.com/lewis-cook/profil/spieler/249089,Central Midfield,22,England,€20.00m,20000000.0,Afc Bournemouth,afc-bournemouth,2018
Harry Arter,https://www.transfermarkt.com/harry-arter/profil/spieler/55742,Central Midfield,29,Ireland,€7.00m,7000000.0,Afc Bournemouth,afc-bournemouth,2018
Dan Gosling,https://www.transfermarkt.com/dan-gosling/profil/spieler/44983,Central Midfield,29,England,€3.50m,3500000.0,Afc Bournemouth,afc-bournemouth,2018
Andrew Surman,https://www.transfermarkt.com/andrew-surman/profil/spieler/29975,Central Midfield,32,England,€2.50m,2500000.0,Afc Bournemouth,afc-bournemouth,2018
Emerson Hyndman,https://www.transfermarkt.com/emerson-hyndman/profil/spieler/223047,Central Midfield,23,United States,€1.00m,1000000.0,Afc Bournemouth,afc-bournemouth,2018
Nnamdi Ofoborh,https://www.transfermarkt.com/nnamdi-ofoborh/profil/spieler/611906,Central Midfield,19,Nigeria,€150k,150000.0,Afc Bournemouth,afc-bournemouth,2018
Kyle Taylor,https://www.transfermarkt.com/kyle-taylor/profil/spieler/562254,Central Midfield,19,Switzerland,-,,Afc Bournemouth,afc-bournemouth,2018
Ryan Fraser,https://www.transfermarkt.com/ryan-fraser/profil/spieler/146795,Left Winger,25,Scotland,€30.00m,30000000.0,Afc Bournemouth,afc-bournemouth,2018
Junior Stanislas,https://www.transfermarkt.com/junior-stanislas/profil/spieler/87672,Left Winger,29,England,€4.50m,4500000.0,Afc Bournemouth,afc-bournemouth,2018
Marc Pugh,https://www.transfermarkt.com/marc-pugh/profil/spieler/36939,Left Winger,32,England,€1.50m,1500000.0,Afc Bournemouth,afc-bournemouth,2018
David Brooks,https://www.transfermarkt.com/david-brooks/profil/spieler/277033,Right Winger,21,Wales,€30.00m,30000000.0,Afc Bournemouth,afc-bournemouth,2018
Jordon Ibe,https://www.transfermarkt.com/jordon-ibe/profil/spieler/195652,Right Winger,23,England,€8.00m,8000000.0,Afc Bournemouth,afc-bournemouth,2018
Connor Mahoney,https://www.transfermarkt.com/connor-mahoney/profil/spieler/287528,Right Winger,22,England,€750k,750000.0,Afc Bournemouth,afc-bournemouth,2018
Alexandru Dobre,https://www.transfermarkt.com/alexandru-dobre/profil/spieler/365770,Right Winger,20,Romania,€100k,100000.0,Afc Bournemouth,afc-bournemouth,2018
Callum Wilson,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,Centre-Forward,27,England,€30.00m,30000000.0,Afc Bournemouth,afc-bournemouth,2018
Joshua King,https://www.transfermarkt.com/joshua-king/profil/spieler/91059,Centre-Forward,27,Norway,€20.00m,20000000.0,Afc Bournemouth,afc-bournemouth,2018
Dominic Solanke,https://www.transfermarkt.com/dominic-solanke/profil/spieler/258889,Centre-Forward,21,England,€18.00m,18000000.0,Afc Bournemouth,afc-bournemouth,2018
Lys Mousset,https://www.transfermarkt.com/lys-mousset/profil/spieler/291422,Centre-Forward,23,France,€3.50m,3500000.0,Afc Bournemouth,afc-bournemouth,2018
Jermain Defoe,https://www.transfermarkt.com/jermain-defoe/profil/spieler/3875,Centre-Forward,36,England,€2.00m,2000000.0,Afc Bournemouth,afc-bournemouth,2018
Sam Surridge,https://www.transfermarkt.com/sam-surridge/profil/spieler/398402,Centre-Forward,20,England,-,,Afc Bournemouth,afc-bournemouth,2018
Asmir Begovic,https://www.transfermarkt.com/asmir-begovic/profil/spieler/33873,Goalkeeper,31,Bosnia-Herzegovina,€8.00m,8000000.0,Afc Bournemouth,afc-bournemouth,2017
Artur Boruc,https://www.transfermarkt.com/artur-boruc/profil/spieler/15220,Goalkeeper,38,Poland,€1.00m,1000000.0,Afc Bournemouth,afc-bournemouth,2017
Adam Federici,https://www.transfermarkt.com/adam-federici/profil/spieler/4233,Goalkeeper,33,Australia,€750k,750000.0,Afc Bournemouth,afc-bournemouth,2017
Aaron Ramsdale,https://www.transfermarkt.com/aaron-ramsdale/profil/spieler/427568,Goalkeeper,20,England,€500k,500000.0,Afc Bournemouth,afc-bournemouth,2017
Ryan Allsop,https://www.transfermarkt.com/ryan-allsop/profil/spieler/111073,Goalkeeper,26,England,€250k,250000.0,Afc Bournemouth,afc-bournemouth,2017
Nathan Aké,https://www.transfermarkt.com/nathan-ake/profil/spieler/177476,Centre-Back,23,Netherlands,€15.00m,15000000.0,Afc Bournemouth,afc-bournemouth,2017
Steve Cook,https://www.transfermarkt.com/steve-cook/profil/spieler/90836,Centre-Back,27,England,€7.00m,7000000.0,Afc Bournemouth,afc-bournemouth,2017
Tyrone Mings,https://www.transfermarkt.com/tyrone-mings/profil/spieler/253677,Centre-Back,25,England,€4.00m,4000000.0,Afc Bournemouth,afc-bournemouth,2017
Baily Cargill,https://www.transfermarkt.com/baily-cargill/profil/spieler/293450,Centre-Back,22,England,€250k,250000.0,Afc Bournemouth,afc-bournemouth,2017
Jack Simpson,https://www.transfermarkt.com/jack-simpson/profil/spieler/419930,Centre-Back,21,England,-,,Afc Bournemouth,afc-bournemouth,2017
Shaun Hobson,https://www.transfermarkt.com/shaun-hobson/profil/spieler/562257,Centre-Back,20,England,-,,Afc Bournemouth,afc-bournemouth,2017
Charlie Daniels,https://www.transfermarkt.com/charlie-daniels/profil/spieler/61819,Left-Back,31,England,€3.50m,3500000.0,Afc Bournemouth,afc-bournemouth,2017
Brad Smith,https://www.transfermarkt.com/brad-smith/profil/spieler/175745,Left-Back,24,Australia,€1.50m,1500000.0,Afc Bournemouth,afc-bournemouth,2017
Rhoys Wiggins,https://www.transfermarkt.com/rhoys-wiggins/profil/spieler/42298,Left-Back,30,Wales,€500k,500000.0,Afc Bournemouth,afc-bournemouth,2017
Adam Smith,https://www.transfermarkt.com/adam-smith/profil/spieler/61841,Right-Back,27,England,€5.00m,5000000.0,Afc Bournemouth,afc-bournemouth,2017
Simon Francis,https://www.transfermarkt.com/simon-francis/profil/spieler/13573,Right-Back,33,England,€2.50m,2500000.0,Afc Bournemouth,afc-bournemouth,2017
Matt Butcher,https://www.transfermarkt.com/matt-butcher/profil/spieler/391132,Defensive Midfield,21,England,-,,Afc Bournemouth,afc-bournemouth,2017
Lewis Cook,https://www.transfermarkt.com/lewis-cook/profil/spieler/249089,Central Midfield,21,England,€20.00m,20000000.0,Afc Bournemouth,afc-bournemouth,2017
Harry Arter,https://www.transfermarkt.com/harry-arter/profil/spieler/55742,Central Midfield,28,Ireland,€7.00m,7000000.0,Afc Bournemouth,afc-bournemouth,2017
Dan Gosling,https://www.transfermarkt.com/dan-gosling/profil/spieler/44983,Central Midfield,28,England,€3.50m,3500000.0,Afc Bournemouth,afc-bournemouth,2017
